Grid Size,Thread Count,Frame Rate
5625,8,58.81
5625,8,58.83
5625,8,58.78
5625,8,58.80
5625,8,58.81
5625,8,58.83
5625,8,58.79
5625,8,58.81
5625,8,58.83
5625,8,58.85
5625,8,58.86
5625,8,58.81
5625,8,58.84
5625,8,58.85
5625,8,58.80
5625,8,58.81
5625,8,58.83
5625,8,58.86
5625,8,58.88
5625,8,58.83
5625,8,58.85
5625,8,58.87
5625,8,58.88
5625,8,58.83
5625,8,58.85
5625,8,58.87
5625,8,58.89
5625,8,58.84
5625,8,58.85
5625,8,58.87
5625,8,58.83
5625,8,58.85
5625,8,58.86
5625,8,58.88
5625,8,58.90
5625,8,58.85
5625,8,58.87
5625,8,58.89
5625,8,58.91
5625,8,58.86
5625,8,58.88
5625,8,58.90
5625,8,58.91
5625,8,58.87
5625,8,58.88
5625,8,58.90
5625,8,58.92
5625,8,58.87
5625,8,58.89
5625,8,58.91
5625,8,58.92
5625,8,58.88
5625,8,58.90
5625,8,58.91
5625,8,58.87
5625,8,58.89
5625,8,58.90
5625,8,58.92
5625,8,58.93
5625,8,58.89
5625,8,58.91
5625,8,58.92
5625,8,58.88
5625,8,58.90
5625,8,58.92
5625,8,58.93
5625,8,58.95
5625,8,58.90
5625,8,58.92
5625,8,58.94
5625,8,58.89
5625,8,58.90
5625,8,58.93
5625,8,58.95
5625,8,58.90
5625,8,58.92
5625,8,58.93
5625,8,58.95
5625,8,58.96
5625,8,58.92
5625,8,58.94
5625,8,58.96
5625,8,58.90
5625,8,58.92
5625,8,58.94
5625,8,58.96
5625,8,58.92
5625,8,58.93
5625,8,58.95
5625,8,58.97
5625,8,58.99
5625,8,58.94
5625,8,58.96
5625,8,58.97
5625,8,58.99
5625,8,58.94
5625,8,58.96
5625,8,58.98
5625,8,58.93
5625,8,58.95
5625,8,58.97
5625,8,58.98
5625,8,59.00
5625,8,58.96
5625,8,58.97
5625,8,58.99
5625,8,59.00
5625,8,58.96
5625,8,58.98
5625,8,59.00
5625,8,59.01
5625,8,58.96
5625,8,58.98
5625,8,59.00
5625,8,58.95
5625,8,58.97
5625,8,58.98
5625,8,59.01
5625,8,59.02
5625,8,58.98
5625,8,58.99
5625,8,59.01
5625,8,59.02
5625,8,58.98
5625,8,58.99
5625,8,59.01
5625,8,59.03
5625,8,58.98
5625,8,59.00
5625,8,59.02
5625,8,59.04
5625,8,58.99
5625,8,59.00
5625,8,59.02
5625,8,59.04
5625,8,59.00
5625,8,59.01
5625,8,59.03
5625,8,59.04
5625,8,59.00
5625,8,58.95
5625,8,58.96
5625,8,58.97
5625,8,59.01
5625,8,59.02
5625,8,59.03
5625,8,59.04
5625,8,59.04
5625,8,59.03
5625,8,59.05
5625,8,59.06
5625,8,59.02
5625,8,59.03
5625,8,59.05
5625,8,59.06
5625,8,59.02
5625,8,59.04
5625,8,59.05
5625,8,59.07
5625,8,59.02
5625,8,59.04
5625,8,59.06
5625,8,59.07
5625,8,59.03
5625,8,59.05
5625,8,59.06
5625,8,59.08
5625,8,59.04
5625,8,59.05
5625,8,59.07
5625,8,59.08
5625,8,59.04
5625,8,59.06
5625,8,59.07
5625,8,59.09
5625,8,59.05
5625,8,59.06
5625,8,59.07
5625,8,59.09
5625,8,59.05
5625,8,59.07
5625,8,59.08
5625,8,59.09
5625,8,59.05
5625,8,59.07
5625,8,59.08
5625,8,59.10
5625,8,59.06
5625,8,59.07
5625,8,59.08
5625,8,59.10
5625,8,59.07
5625,8,59.07
5625,8,59.09
5625,8,59.11
5625,8,59.07
5625,8,59.08
5625,8,59.10
5625,8,59.11
5625,8,59.06
5625,8,58.67
10000,8,58.66
10000,8,58.68
10000,8,58.70
10000,8,58.72
10000,8,58.67
10000,8,58.69
10000,8,58.71
10000,8,58.74
10000,8,58.68
10000,8,58.70
10000,8,58.72
10000,8,58.74
10000,8,58.69
10000,8,58.71
10000,8,58.73
10000,8,58.75
10000,8,58.70
10000,8,58.72
10000,8,58.74
10000,8,58.76
10000,8,58.70
10000,8,58.72
10000,8,58.75
10000,8,58.77
10000,8,58.71
10000,8,58.73
10000,8,58.75
10000,8,58.77
10000,8,58.72
10000,8,58.74
10000,8,58.76
10000,8,58.78
10000,8,58.73
10000,8,58.74
10000,8,58.77
10000,8,58.79
10000,8,58.74
10000,8,58.76
10000,8,58.78
10000,8,58.80
10000,8,58.74
10000,8,58.76
10000,8,58.78
10000,8,58.80
10000,8,58.81
10000,8,58.77
10000,8,58.79
10000,8,58.81
10000,8,58.76
10000,8,58.78
10000,8,58.79
10000,8,58.82
10000,8,58.77
10000,8,58.78
10000,8,58.80
10000,8,58.82
10000,8,58.77
10000,8,58.79
10000,8,58.81
10000,8,58.83
10000,8,58.78
10000,8,58.80
10000,8,58.82
10000,8,58.84
10000,8,58.79
10000,8,58.81
10000,8,58.83
10000,8,58.85
10000,8,58.80
10000,8,58.81
10000,8,58.84
10000,8,58.85
10000,8,58.80
10000,8,58.82
10000,8,58.84
10000,8,58.86
10000,8,58.87
10000,8,58.87
10000,8,58.86
10000,8,58.85
10000,8,58.86
10000,8,58.82
10000,8,58.84
10000,8,58.87
10000,8,58.82
10000,8,58.86
10000,8,58.88
10000,8,58.89
10000,8,58.84
10000,8,58.86
10000,8,58.87
10000,8,58.87
10000,8,58.90
10000,8,58.85
10000,8,58.87
10000,8,58.90
10000,8,58.90
10000,8,58.91
10000,8,58.86
10000,8,58.89
10000,8,58.91
10000,8,58.89
10000,8,58.92
10000,8,58.90
10000,8,58.34
15625,8,58.59
15625,8,58.61
15625,8,58.56
15625,8,58.58
15625,8,58.60
15625,8,58.63
15625,8,58.57
15625,8,58.60
15625,8,58.63
15625,8,58.58
15625,8,58.60
15625,8,58.62
15625,8,58.64
15625,8,58.60
15625,8,58.62
15625,8,58.64
15625,8,58.66
15625,8,58.61
15625,8,58.63
15625,8,58.64
15625,8,58.66
15625,8,58.61
15625,8,58.63
15625,8,58.65
15625,8,58.68
15625,8,58.62
15625,8,58.65
15625,8,58.67
15625,8,58.62
15625,8,58.64
15625,8,58.66
15625,8,58.68
15625,8,58.63
15625,8,58.62
15625,8,58.64
15625,8,58.65
15625,8,58.67
15625,8,58.69
15625,8,58.64
15625,8,58.66
15625,8,58.69
15625,8,58.71
15625,8,58.66
15625,8,58.68
15625,8,58.70
15625,8,58.66
15625,8,58.66
15625,8,58.68
15625,8,58.70
15625,8,58.73
15625,8,58.64
15625,8,58.67
15625,8,58.69
15625,8,58.71
15625,8,58.73
15625,8,58.68
15625,8,58.70
15625,8,58.72
15625,8,58.74
15625,8,58.69
15625,8,58.70
15625,8,58.72
15625,8,58.75
15625,8,58.70
15625,8,58.73
15625,8,58.75
15625,8,58.68
15625,8,58.66
15625,8,58.62
15625,8,58.71
15625,8,58.68
15625,8,58.64
15625,8,58.73
15625,8,58.73
15625,8,58.71
15625,8,58.71
15625,8,58.70
15625,8,58.71
15625,8,58.72
15625,8,58.72
15625,8,58.73
15625,8,58.74
15625,8,58.75
15625,8,58.77
15625,8,58.79
15625,8,58.73
15625,8,58.73
15625,8,58.75
15625,8,58.77
15625,8,58.80
15625,8,58.80
15625,8,58.80
15625,8,58.74
15625,8,58.73
15625,8,58.72
15625,8,58.73
15625,8,58.73
15625,8,58.71
15625,8,58.73
15625,8,58.74
15625,8,58.75
15625,8,58.76
15625,8,58.39
22500,8,58.35
22500,8,58.33
22500,8,58.43
22500,8,58.41
22500,8,58.40
22500,8,58.39
22500,8,58.37
22500,8,58.36
22500,8,58.46
22500,8,58.46
22500,8,58.44
22500,8,58.44
22500,8,58.43
22500,8,58.42
22500,8,58.42
22500,8,58.41
22500,8,58.40
22500,8,58.39
22500,8,58.48
22500,8,58.47
22500,8,58.46
22500,8,58.46
22500,8,58.43
22500,8,58.41
22500,8,58.50
22500,8,58.51
22500,8,58.50
22500,8,58.50
22500,8,58.49
22500,8,58.49
22500,8,58.48
22500,8,58.48
22500,8,58.48
22500,8,58.47
22500,8,58.47
22500,8,58.46
22500,8,58.45
22500,8,58.43
22500,8,58.52
22500,8,58.52
22500,8,58.51
22500,8,58.50
22500,8,58.50
22500,8,58.49
22500,8,58.48
22500,8,58.47
22500,8,58.47
22500,8,58.45
22500,8,58.55
22500,8,58.54
22500,8,58.53
22500,8,58.52
22500,8,58.52
22500,8,58.51
22500,8,58.49
22500,8,58.48
22500,8,58.57
22500,8,58.55
22500,8,58.51
22500,8,58.51
22500,8,58.50
22500,8,58.49
22500,8,58.57
22500,8,58.57
22500,8,58.56
22500,8,58.56
22500,8,58.55
22500,8,58.53
22500,8,58.44
22500,8,58.53
22500,8,58.44
22500,8,58.52
22500,8,58.44
22500,8,58.52
22500,8,58.42
22500,8,58.51
22500,8,58.60
22500,8,58.50
22500,8,58.59
22500,8,58.48
22500,8,58.57
22500,8,58.48
22500,8,58.56
22500,8,58.48
22500,8,58.57
22500,8,58.50
22500,8,58.59
22500,8,58.58
22500,8,58.57
22500,8,58.56
22500,8,58.53
22500,8,58.62
22500,8,58.52
22500,8,58.61
22500,8,58.51
22500,8,58.59
22500,8,58.50
22500,8,58.59
22500,8,58.54
22500,8,58.62
22500,8,58.57
22500,8,58.66
22500,8,58.59
22500,8,58.54
22500,8,58.62
22500,8,58.57
22500,8,58.66
22500,8,58.63
22500,8,58.61
22500,8,58.60
22500,8,58.68
22500,8,58.66
22500,8,58.25
30625,8,58.24
30625,8,58.33
30625,8,58.29
30625,8,58.24
30625,8,58.34
30625,8,58.28
30625,8,58.37
30625,8,58.32
30625,8,58.27
30625,8,58.37
30625,8,58.33
30625,8,58.28
30625,8,58.37
30625,8,58.33
30625,8,58.29
30625,8,58.39
30625,8,58.34
30625,8,58.30
30625,8,58.39
30625,8,58.35
30625,8,58.31
30625,8,58.40
30625,8,58.35
30625,8,58.31
30625,8,58.40
30625,8,58.35
30625,8,58.30
30625,8,58.40
30625,8,58.35
30625,8,58.31
30625,8,58.40
30625,8,58.36
30625,8,58.45
30625,8,58.41
30625,8,58.36
30625,8,58.46
30625,8,58.41
30625,8,58.37
30625,8,58.46
30625,8,58.42
30625,8,58.38
30625,8,58.47
30625,8,58.41
30625,8,58.36
30625,8,58.45
30625,8,58.37
30625,8,58.46
30625,8,58.41
30625,8,58.36
30625,8,58.46
30625,8,58.42
30625,8,58.37
30625,8,58.46
30625,8,58.43
30625,8,58.39
30625,8,58.48
30625,8,58.44
30625,8,58.40
30625,8,58.49
30625,8,58.45
30625,8,58.41
30625,8,58.50
30625,8,58.45
30625,8,58.41
30625,8,58.50
30625,8,58.46
30625,8,58.43
30625,8,58.51
30625,8,58.48
30625,8,58.43
30625,8,58.52
30625,8,58.49
30625,8,58.45
30625,8,58.53
30625,8,58.51
30625,8,58.46
30625,8,58.55
30625,8,58.51
30625,8,58.48
30625,8,58.44
30625,8,58.53
30625,8,58.47
30625,8,58.55
30625,8,58.51
30625,8,58.47
30625,8,58.56
30625,8,58.52
30625,8,58.48
30625,8,58.57
30625,8,58.53
30625,8,58.49
30625,8,58.57
30625,8,58.53
30625,8,58.47
30625,8,58.56
30625,8,58.43
30625,8,58.51
30625,8,58.37
30625,8,58.45
30625,8,58.53
30625,8,58.41
30625,8,58.49
30625,8,58.58
30625,8,58.43
30625,8,58.51
30625,8,58.59
30625,8,58.45
30625,8,58.53
30625,8,58.42
30625,8,58.50
30625,8,58.58
30625,8,58.46
30625,8,58.54
30625,8,58.62
30625,8,58.51
30625,8,58.59
30625,8,58.49
30625,8,58.57
30625,8,58.46
30625,8,58.54
30625,8,58.62
30625,8,58.53
30625,8,58.61
30625,8,58.55
30625,8,58.63
30625,8,58.56
30625,8,58.64
30625,8,58.59
30625,8,58.52
30625,8,58.61
30625,8,58.57
30625,8,58.65
30625,8,58.60
30625,8,58.55
30625,8,58.64
30625,8,58.59
30625,8,58.66
30625,8,58.07
40000,8,55.39
40000,8,55.48
40000,8,55.40
40000,8,55.49
40000,8,55.41
40000,8,55.50
40000,8,55.43
40000,8,55.53
40000,8,55.45
40000,8,55.54
40000,8,55.47
40000,8,55.57
40000,8,55.50
40000,8,55.60
40000,8,55.53
40000,8,55.62
40000,8,55.55
40000,8,55.64
40000,8,55.55
40000,8,55.65
40000,8,55.58
40000,8,55.68
40000,8,55.59
40000,8,55.69
40000,8,55.62
40000,8,55.72
40000,8,55.64
40000,8,55.56
40000,8,55.65
40000,8,55.75
40000,8,55.68
40000,8,55.61
40000,8,55.71
40000,8,55.63
40000,8,55.72
40000,8,55.62
40000,8,55.71
40000,8,55.65
40000,8,55.73
40000,8,55.65
40000,8,55.74
40000,8,55.68
40000,8,55.77
40000,8,55.71
40000,8,55.80
40000,8,55.73
40000,8,55.82
40000,8,55.76
40000,8,55.84
40000,8,55.78
40000,8,55.87
40000,8,55.76
40000,8,55.84
40000,8,55.77
40000,8,55.86
40000,8,55.79
40000,8,55.88
40000,8,55.78
40000,8,55.87
40000,8,55.80
40000,8,55.88
40000,8,55.81
40000,8,55.90
40000,8,55.84
40000,8,55.93
40000,8,55.85
40000,8,55.94
40000,8,55.87
40000,8,55.96
40000,8,55.87
40000,8,55.96
40000,8,55.89
40000,8,55.98
40000,8,55.91
40000,8,56.00
40000,8,55.92
40000,8,56.01
40000,8,55.93
40000,8,56.01
40000,8,55.88
40000,8,55.97
40000,8,56.05
40000,8,55.84
40000,8,55.92
40000,8,56.01
40000,8,56.10
40000,8,55.95
40000,8,56.03
40000,8,55.89
40000,8,55.98
40000,8,56.06
40000,8,55.94
40000,8,56.02
40000,8,56.11
40000,8,55.97
40000,8,56.05
40000,8,56.13
40000,8,56.04
40000,8,56.12
40000,8,55.98
40000,8,56.06
40000,8,56.14
40000,8,55.98
40000,8,56.05
40000,8,56.14
40000,8,56.01
40000,8,56.10
40000,8,56.18
40000,8,56.07
40000,8,56.16
40000,8,56.09
40000,8,56.17
40000,8,56.06
40000,8,56.14
40000,8,56.23
40000,8,56.16
40000,8,56.25
40000,8,55.74
50625,8,46.40
50625,8,46.50
50625,8,46.60
50625,8,46.52
50625,8,46.62
50625,8,46.72
50625,8,46.62
50625,8,46.72
50625,8,46.64
50625,8,46.73
50625,8,46.83
50625,8,46.75
50625,8,46.85
50625,8,46.77
50625,8,46.86
50625,8,46.78
50625,8,46.87
50625,8,46.97
50625,8,46.89
50625,8,46.98
50625,8,46.89
50625,8,46.98
50625,8,47.08
50625,8,46.99
50625,8,47.09
50625,8,47.00
50625,8,47.10
50625,8,47.19
50625,8,47.10
50625,8,47.20
50625,8,47.11
50625,8,47.21
50625,8,47.12
50625,8,47.22
50625,8,47.31
50625,8,47.23
50625,8,47.32
50625,8,47.24
50625,8,47.33
50625,8,47.42
50625,8,47.35
50625,8,47.43
50625,8,47.35
50625,8,47.44
50625,8,47.53
50625,8,47.45
50625,8,47.54
50625,8,47.46
50625,8,47.55
50625,8,47.47
50625,8,47.57
50625,8,47.66
50625,8,47.56
50625,8,47.65
50625,8,47.57
50625,8,47.66
50625,8,47.75
50625,8,47.64
50625,8,47.73
50625,8,47.65
50625,8,47.74
50625,8,47.83
50625,8,47.75
50625,8,47.84
50625,8,47.76
50625,8,47.85
50625,8,47.93
50625,8,47.85
50625,8,47.94
50625,8,47.86
50625,8,47.94
50625,8,48.03
50625,8,47.94
50625,8,48.03
50625,8,47.82
50625,8,47.91
50625,8,48.00
50625,8,48.08
50625,8,47.91
50625,8,47.99
50625,8,48.07
50625,8,48.16
50625,8,47.96
50625,8,48.04
50625,8,48.13
50625,8,48.22
50625,8,48.03
50625,8,48.11
50625,8,48.20
50625,8,48.29
50625,8,48.07
50625,8,47.93
50625,8,48.01
50625,8,48.10
50625,8,47.90
50625,8,47.98
50625,8,48.07
50625,8,48.16
50625,8,48.05
50625,8,48.13
50625,8,48.21
50625,8,48.12
50625,8,48.20
50625,8,48.29
50625,8,48.14
50625,8,48.22
50625,8,48.30
50625,8,48.02
62500,8,32.38
62500,8,32.47
62500,8,32.57
62500,8,32.67
62500,8,32.61
62500,8,32.71
62500,8,32.81
62500,8,32.75
62500,8,32.84
62500,8,32.94
62500,8,32.87
62500,8,32.96
62500,8,33.06
62500,8,33.00
62500,8,33.10
62500,8,33.19
62500,8,33.14
62500,8,33.23
62500,8,33.33
62500,8,33.24
62500,8,33.34
62500,8,33.43
62500,8,33.37
62500,8,33.47
62500,8,33.56
62500,8,33.50
62500,8,33.60
62500,8,33.69
62500,8,33.63
62500,8,33.72
62500,8,33.82
62500,8,33.74
62500,8,33.83
62500,8,33.93
62500,8,34.02
62500,8,33.96
62500,8,34.05
62500,8,34.14
62500,8,34.08
62500,8,34.17
62500,8,34.26
62500,8,34.19
62500,8,34.28
62500,8,34.37
62500,8,34.31
62500,8,34.40
62500,8,34.49
62500,8,34.43
62500,8,34.52
62500,8,34.61
62500,8,34.55
62500,8,34.64
62500,8,34.73
62500,8,34.66
62500,8,34.75
62500,8,34.84
62500,8,34.77
62500,8,34.86
62500,8,34.95
62500,8,34.89
62500,8,34.98
62500,8,35.07
62500,8,34.99
62500,8,35.08
62500,8,35.17
62500,8,35.11
62500,8,35.20
62500,8,35.28
62500,8,35.22
62500,8,35.31
62500,8,35.40
62500,8,35.32
62500,8,35.41
62500,8,35.50
62500,8,35.43
62500,8,35.52
62500,8,35.61
62500,8,35.52
62500,8,35.60
62500,8,35.69
62500,8,35.78
62500,8,35.71
62500,8,35.80
62500,8,35.72
62500,8,35.80
62500,8,35.89
62500,8,35.97
62500,8,35.91
62500,8,35.99
62500,8,36.08
62500,8,36.02
62500,8,36.10
62500,8,36.18
62500,8,36.10
62500,8,36.18
62500,8,36.27
62500,8,36.20
62500,8,36.28
62500,8,36.37
62500,8,36.31
62500,8,36.39
62500,8,36.47
62500,8,36.41
62500,8,36.49
62500,8,36.58
62500,8,36.50
62500,8,36.59
62500,8,36.67
62500,8,36.61
62500,8,36.69
62500,8,36.77
62500,8,36.71
62500,8,36.79
62500,8,36.87
62500,8,36.81
62500,8,36.89
62500,8,36.97
62500,8,36.91
62500,8,36.99
62500,8,37.06
62500,8,37.00
62500,8,37.08
62500,8,37.16
62500,8,37.09
62500,8,37.17
62500,8,37.25
62500,8,37.19
62500,8,37.27
62500,8,37.34
62500,8,37.28
62500,8,37.36
62500,8,37.44
62500,8,37.36
62500,8,37.43
62500,8,37.52
62500,8,37.45
62500,8,37.52
62500,8,37.60
62500,8,37.51
62500,8,37.59
62500,8,37.67
62500,8,37.75
62500,8,37.65
62500,8,37.73
62500,8,37.80
62500,8,37.88
62500,8,37.72
62500,8,37.54
62500,8,37.42
62500,8,37.50
62500,8,37.58
62500,8,37.46
62500,8,37.34
62500,8,37.42
62500,8,37.50
62500,8,37.38
62500,8,37.46
62500,8,37.54
62500,8,37.62
62500,8,37.47
62500,8,37.37
62500,8,37.45
62500,8,37.53
62500,8,37.44
62500,8,37.52
62500,8,37.59
62500,8,37.67
62500,8,37.58
62500,8,37.66
62500,8,37.74
62500,8,37.54
75625,8,22.57
75625,8,22.67
75625,8,22.76
75625,8,22.73
75625,8,22.82
75625,8,22.92
75625,8,23.02
75625,8,22.98
75625,8,23.08
75625,8,23.18
75625,8,23.27
75625,8,23.24
75625,8,23.34
75625,8,23.43
75625,8,23.40
75625,8,23.49
75625,8,23.59
75625,8,23.68
75625,8,23.65
75625,8,23.75
75625,8,23.84
75625,8,23.79
75625,8,23.88
75625,8,23.98
75625,8,24.07
75625,8,24.04
75625,8,24.13
75625,8,24.23
75625,8,24.32
75625,8,24.28
75625,8,24.38
75625,8,24.47
75625,8,24.43
75625,8,24.52
75625,8,24.62
75625,8,24.71
75625,8,24.67
75625,8,24.76
75625,8,24.85
75625,8,24.94
75625,8,24.90
75625,8,24.99
75625,8,25.08
75625,8,25.04
75625,8,25.13
75625,8,25.22
75625,8,25.31
75625,8,25.25
75625,8,25.34
75625,8,25.44
75625,8,25.53
75625,8,25.48
75625,8,25.57
75625,8,25.66
75625,8,25.62
75625,8,25.71
75625,8,25.80
75625,8,25.89
75625,8,25.84
75625,8,25.93
75625,8,26.02
75625,8,26.11
75625,8,26.06
75625,8,26.15
75625,8,26.24
75625,8,26.19
75625,8,26.28
75625,8,26.36
75625,8,26.45
75625,8,26.40
75625,8,26.49
75625,8,26.58
75625,8,26.66
75625,8,26.62
75625,8,26.70
75625,8,26.79
75625,8,26.74
75625,8,26.83
75625,8,26.92
75625,8,27.00
75625,8,26.95
75625,8,27.03
75625,8,27.12
75625,8,27.03
75625,8,26.98
75625,8,27.06
75625,8,27.15
75625,8,27.09
75625,8,27.18
75625,8,27.26
75625,8,27.34
75625,8,27.29
75625,8,27.38
75625,8,27.46
75625,8,27.41
75625,8,27.49
75625,8,27.58
75625,8,27.66
75625,8,27.60
75625,8,27.69
75625,8,27.77
75625,8,27.86
75625,8,27.78
75625,8,27.87
75625,8,27.95
75625,8,28.03
75625,8,27.97
75625,8,28.05
75625,8,28.13
75625,8,28.22
75625,8,28.12
75625,8,27.99
75625,8,27.86
75625,8,27.74
75625,8,27.66
75625,8,27.74
75625,8,27.82
75625,8,27.91
75625,8,27.78
75625,8,27.71
75625,8,27.79
75625,8,27.87
75625,8,27.95
75625,8,27.88
75625,8,27.96
75625,8,28.03
75625,8,28.11
75625,8,28.02
75625,8,28.10
75625,8,28.18
75625,8,28.26
90000,8,12.21
90000,8,12.22
90000,8,12.31
90000,8,12.41
90000,8,12.51
90000,8,12.49
90000,8,12.49
90000,8,12.50
90000,8,12.60
90000,8,12.69
90000,8,12.79
90000,8,12.79
90000,8,12.88
90000,8,12.98
90000,8,13.07
90000,8,13.07
90000,8,13.05
90000,8,13.04
90000,8,13.13
90000,8,13.22
90000,8,13.32
90000,8,13.28
90000,8,13.27
90000,8,13.23
90000,8,13.20
90000,8,13.18
90000,8,13.17
90000,8,13.16
90000,8,13.25
90000,8,13.34
90000,8,13.43
90000,8,13.39
90000,8,13.36
90000,8,13.35
90000,8,13.34
90000,8,13.33
90000,8,13.32
90000,8,13.40
90000,8,13.48
90000,8,13.57
90000,8,13.55
90000,8,13.53
90000,8,13.52
90000,8,13.51
90000,8,13.59
90000,8,13.68
90000,8,13.76
90000,8,13.66
105625,8,7.99
105625,8,8.02
105625,8,8.04
105625,8,8.07
105625,8,8.09
105625,8,8.11
105625,8,8.13
105625,8,8.16
105625,8,8.17
105625,8,8.18
105625,8,8.19
105625,8,8.21
105625,8,8.22
105625,8,8.24
105625,8,8.25
105625,8,8.27
105625,8,8.29
105625,8,8.30
105625,8,8.31
105625,8,8.32
105625,8,8.34
105625,8,8.35
105625,8,8.37
105625,8,8.39
105625,8,8.40
105625,8,8.41
105625,8,8.42
105625,8,8.44
105625,8,8.45
105625,8,8.47
105625,8,8.48
105625,8,8.50
105625,8,8.51
105625,8,8.52
105625,8,8.52
105625,8,8.53
105625,8,8.53
105625,8,8.54
105625,8,8.55
105625,8,8.56
105625,8,8.56
105625,8,8.57
105625,8,8.56
105625,8,8.57
105625,8,8.58
