Grid Size,Thread Count,Frame Rate
15625,4,58.69
15625,4,58.72
15625,4,58.72
15625,4,58.73
15625,4,58.74
15625,4,58.76
15625,4,58.70
15625,4,58.73
15625,4,58.75
15625,4,58.69
15625,4,58.71
15625,4,58.72
15625,4,58.75
15625,4,58.76
15625,4,58.73
15625,4,58.75
15625,4,58.76
15625,4,58.77
15625,4,58.72
15625,4,58.74
15625,4,58.75
15625,4,58.71
15625,4,58.66
15625,4,58.75
15625,4,58.72
15625,4,58.68
15625,4,58.63
15625,4,58.72
15625,4,58.68
15625,4,58.65
15625,4,58.73
15625,4,58.71
15625,4,58.70
15625,4,58.65
15625,4,58.73
15625,4,58.72
15625,4,58.73
15625,4,58.73
15625,4,58.70
15625,4,58.67
15625,4,58.75
15625,4,58.73
15625,4,58.71
15625,4,58.69
15625,4,58.78
15625,4,58.78
15625,4,58.76
15625,4,58.76
15625,4,58.74
15625,4,58.74
15625,4,58.76
15625,4,58.78
15625,4,58.77
15625,4,58.77
15625,4,58.76
15625,4,58.77
15625,4,58.76
15625,4,58.78
15625,4,58.79
15625,4,58.79
15625,4,58.40
22500,4,58.17
22500,4,58.27
22500,4,58.36
22500,4,58.36
22500,4,58.46
22500,4,58.45
22500,4,58.44
22500,4,58.44
22500,4,58.42
22500,4,58.40
22500,4,58.39
22500,4,58.38
22500,4,58.48
22500,4,58.47
22500,4,58.47
22500,4,58.47
22500,4,58.47
22500,4,58.47
22500,4,58.46
22500,4,58.46
22500,4,58.46
22500,4,58.46
22500,4,58.44
22500,4,58.44
22500,4,58.44
22500,4,58.43
22500,4,58.42
22500,4,58.51
22500,4,58.50
22500,4,58.51
22500,4,58.50
22500,4,58.49
22500,4,58.49
22500,4,58.48
22500,4,58.47
22500,4,58.47
22500,4,58.45
22500,4,58.54
22500,4,58.54
22500,4,58.52
22500,4,58.52
22500,4,58.51
22500,4,58.51
22500,4,58.51
22500,4,58.51
22500,4,58.50
22500,4,58.49
22500,4,58.49
22500,4,58.47
22500,4,58.57
22500,4,58.55
22500,4,58.55
22500,4,58.54
22500,4,58.53
22500,4,58.51
22500,4,58.51
22500,4,58.49
22500,4,58.59
22500,4,58.58
22500,4,58.58
22500,4,58.57
22500,4,58.56
22500,4,58.56
22500,4,58.55
22500,4,58.55
22500,4,58.54
22500,4,58.53
22500,4,58.52
22500,4,58.61
22500,4,58.60
22500,4,58.59
22500,4,58.58
22500,4,58.58
22500,4,58.58
22500,4,58.57
22500,4,58.57
22500,4,58.56
22500,4,58.55
22500,4,58.55
22500,4,58.55
22500,4,58.63
22500,4,58.64
22500,4,58.64
22500,4,58.62
22500,4,58.62
22500,4,58.62
22500,4,58.61
22500,4,58.58
22500,4,58.52
22500,4,58.61
22500,4,58.55
22500,4,58.63
22500,4,58.56
22500,4,58.65
22500,4,58.60
22500,4,58.54
22500,4,58.62
22500,4,58.58
22500,4,58.67
22500,4,58.63
22500,4,58.57
22500,4,58.66
22500,4,58.62
22500,4,58.55
22500,4,58.64
22500,4,58.57
22500,4,58.66
22500,4,58.60
22500,4,58.68
22500,4,58.62
22500,4,58.53
22500,4,58.61
22500,4,58.69
22500,4,58.62
22500,4,58.70
22500,4,58.65
22500,4,58.57
22500,4,58.65
22500,4,58.63
22500,4,58.62
22500,4,58.70
22500,4,58.69
22500,4,58.68
22500,4,58.66
22500,4,58.65
22500,4,58.65
22500,4,58.59
22500,4,58.67
22500,4,58.61
22500,4,58.69
22500,4,58.62
22500,4,58.70
22500,4,58.68
22500,4,58.68
22500,4,58.65
22500,4,58.73
22500,4,58.73
22500,4,58.72
22500,4,58.71
22500,4,58.70
22500,4,58.69
22500,4,58.69
22500,4,58.68
22500,4,58.66
22500,4,58.75
22500,4,58.74
22500,4,58.73
22500,4,58.73
22500,4,58.71
22500,4,58.70
22500,4,58.70
22500,4,58.68
22500,4,58.76
22500,4,58.73
22500,4,58.72
22500,4,58.72
22500,4,58.70
22500,4,58.71
22500,4,58.70
22500,4,58.77
22500,4,58.78
22500,4,58.29
30625,4,57.79
30625,4,57.88
30625,4,57.82
30625,4,57.92
30625,4,57.87
30625,4,57.97
30625,4,57.93
30625,4,57.86
30625,4,57.96
30625,4,57.91
30625,4,58.01
30625,4,57.97
30625,4,57.94
30625,4,57.89
30625,4,57.99
30625,4,57.96
30625,4,57.92
30625,4,58.01
30625,4,57.98
30625,4,57.93
30625,4,58.02
30625,4,57.94
30625,4,58.04
30625,4,58.00
30625,4,57.96
30625,4,58.05
30625,4,58.02
30625,4,57.98
30625,4,57.94
30625,4,58.04
30625,4,57.99
30625,4,57.92
30625,4,58.02
30625,4,57.92
30625,4,58.01
30625,4,57.94
30625,4,58.04
30625,4,57.96
30625,4,58.05
30625,4,57.98
30625,4,58.07
30625,4,58.03
30625,4,57.98
30625,4,58.07
30625,4,58.04
30625,4,58.00
30625,4,58.09
30625,4,58.05
30625,4,58.01
30625,4,58.10
30625,4,58.07
30625,4,58.03
30625,4,58.11
30625,4,58.08
30625,4,58.04
30625,4,58.13
30625,4,58.10
30625,4,58.06
30625,4,58.15
30625,4,58.11
30625,4,58.07
30625,4,58.16
30625,4,58.11
30625,4,58.07
30625,4,58.16
30625,4,58.12
30625,4,58.08
30625,4,58.16
30625,4,58.08
30625,4,58.17
30625,4,58.12
30625,4,58.08
30625,4,58.16
30625,4,58.12
30625,4,58.08
30625,4,58.16
30625,4,58.12
30625,4,58.09
30625,4,58.17
30625,4,58.14
30625,4,58.09
30625,4,58.18
30625,4,58.14
30625,4,58.22
30625,4,58.19
30625,4,58.16
30625,4,58.12
30625,4,58.20
30625,4,58.17
30625,4,58.14
30625,4,58.22
30625,4,58.19
30625,4,58.10
30625,4,58.18
30625,4,58.14
30625,4,58.23
30625,4,58.13
30625,4,58.21
30625,4,58.16
30625,4,58.25
30625,4,58.20
30625,4,58.17
30625,4,58.25
30625,4,58.12
30625,4,58.20
30625,4,58.08
30625,4,58.16
30625,4,58.25
30625,4,58.18
30625,4,58.26
30625,4,58.21
30625,4,58.29
30625,4,58.17
30625,4,58.26
30625,4,58.16
30625,4,58.24
30625,4,58.15
30625,4,58.23
30625,4,58.12
30625,4,58.20
30625,4,58.28
30625,4,58.18
30625,4,58.25
30625,4,58.17
30625,4,58.24
30625,4,58.16
30625,4,58.23
30625,4,58.31
30625,4,58.21
30625,4,58.28
30625,4,58.18
30625,4,58.26
30625,4,58.33
30625,4,58.25
30625,4,58.33
30625,4,58.22
30625,4,58.30
30625,4,58.19
30625,4,58.28
30625,4,58.36
30625,4,58.21
30625,4,58.29
30625,4,58.22
30625,4,58.30
30625,4,58.21
30625,4,58.29
30625,4,58.21
30625,4,58.29
30625,4,58.37
30625,4,58.31
30625,4,58.26
30625,4,58.34
30625,4,58.27
30625,4,58.35
30625,4,58.29
30625,4,58.37
30625,4,58.29
30625,4,58.37
30625,4,58.32
30625,4,58.40
30625,4,58.36
30625,4,58.31
30625,4,58.39
30625,4,58.34
30625,4,58.31
30625,4,58.38
30625,4,58.34
30625,4,58.42
30625,4,58.38
30625,4,58.32
30625,4,58.39
30625,4,58.35
30625,4,58.42
30625,4,58.38
30625,4,58.35
30625,4,58.43
30625,4,58.40
30625,4,58.36
30625,4,58.44
30625,4,58.39
30625,4,58.36
30625,4,58.43
30625,4,58.40
30625,4,58.36
30625,4,58.44
30625,4,58.41
30625,4,58.38
30625,4,58.45
30625,4,58.42
30625,4,58.39
30625,4,58.46
30625,4,58.41
30625,4,57.95
40000,4,53.79
40000,4,53.71
40000,4,53.81
40000,4,53.90
40000,4,53.84
40000,4,53.94
40000,4,53.86
40000,4,53.95
40000,4,53.88
40000,4,53.97
40000,4,53.88
40000,4,53.98
40000,4,53.91
40000,4,54.00
40000,4,53.94
40000,4,54.03
40000,4,53.96
40000,4,54.05
40000,4,53.98
40000,4,54.08
40000,4,54.01
40000,4,53.95
40000,4,54.04
40000,4,53.97
40000,4,54.06
40000,4,54.00
40000,4,54.09
40000,4,54.02
40000,4,54.12
40000,4,54.05
40000,4,54.15
40000,4,54.09
40000,4,54.18
40000,4,54.12
40000,4,54.22
40000,4,54.13
40000,4,54.22
40000,4,54.15
40000,4,54.24
40000,4,54.18
40000,4,54.27
40000,4,54.20
40000,4,54.30
40000,4,54.23
40000,4,54.16
40000,4,54.25
40000,4,54.19
40000,4,54.27
40000,4,54.21
40000,4,54.30
40000,4,54.24
40000,4,54.33
40000,4,54.27
40000,4,54.36
40000,4,54.29
40000,4,54.38
40000,4,54.31
40000,4,54.40
40000,4,54.34
40000,4,54.43
40000,4,54.37
40000,4,54.45
40000,4,54.38
40000,4,54.47
40000,4,54.42
40000,4,54.35
40000,4,54.44
40000,4,54.38
40000,4,54.46
40000,4,54.37
40000,4,54.46
40000,4,54.54
40000,4,54.48
40000,4,54.36
40000,4,54.44
40000,4,54.53
40000,4,54.47
40000,4,54.55
40000,4,54.49
40000,4,54.58
40000,4,54.50
40000,4,54.59
40000,4,54.52
40000,4,54.61
40000,4,54.55
40000,4,54.63
40000,4,54.57
40000,4,54.65
40000,4,54.60
40000,4,54.68
40000,4,54.63
40000,4,54.54
40000,4,54.62
40000,4,54.71
40000,4,54.65
40000,4,54.73
40000,4,54.67
40000,4,54.60
40000,4,54.68
40000,4,54.62
40000,4,54.71
40000,4,54.65
40000,4,54.73
40000,4,54.67
40000,4,54.76
40000,4,54.70
40000,4,54.78
40000,4,54.72
40000,4,54.80
40000,4,54.74
40000,4,54.81
40000,4,54.75
40000,4,54.84
40000,4,54.78
40000,4,54.86
40000,4,54.81
40000,4,54.75
40000,4,54.83
40000,4,54.78
40000,4,54.86
40000,4,54.80
40000,4,54.88
40000,4,54.82
40000,4,54.90
40000,4,54.84
40000,4,54.92
40000,4,54.86
40000,4,54.94
40000,4,54.88
40000,4,54.96
40000,4,54.88
40000,4,54.95
40000,4,54.90
40000,4,54.98
40000,4,54.86
40000,4,54.93
40000,4,55.01
40000,4,54.95
40000,4,55.03
40000,4,54.97
40000,4,54.91
40000,4,54.99
40000,4,54.92
40000,4,55.00
40000,4,54.94
40000,4,55.02
40000,4,54.95
40000,4,55.03
40000,4,54.97
40000,4,55.05
40000,4,54.99
40000,4,55.07
40000,4,55.00
40000,4,55.08
40000,4,55.03
40000,4,55.10
40000,4,55.05
40000,4,55.12
40000,4,55.07
40000,4,55.14
40000,4,55.08
40000,4,55.16
40000,4,55.09
40000,4,55.17
40000,4,55.12
40000,4,55.20
40000,4,55.13
40000,4,55.21
40000,4,55.16
40000,4,55.23
40000,4,55.18
40000,4,55.12
40000,4,55.20
40000,4,55.13
40000,4,55.21
40000,4,55.16
40000,4,55.24
40000,4,55.18
40000,4,55.25
40000,4,55.20
40000,4,55.27
40000,4,55.20
40000,4,55.28
40000,4,55.22
40000,4,55.30
40000,4,55.24
40000,4,55.31
40000,4,55.26
40000,4,55.33
40000,4,55.25
40000,4,55.32
40000,4,55.22
40000,4,55.29
40000,4,55.37
40000,4,55.31
40000,4,55.39
40000,4,55.30
40000,4,55.38
40000,4,55.32
40000,4,55.39
40000,4,55.34
40000,4,55.41
40000,4,55.36
40000,4,55.43
40000,4,55.38
40000,4,55.45
40000,4,55.39
40000,4,55.34
40000,4,55.42
40000,4,55.36
40000,4,55.43
40000,4,55.38
40000,4,55.45
40000,4,55.38
40000,4,55.46
40000,4,55.33
40000,4,55.39
40000,4,55.46
40000,4,55.31
40000,4,55.38
40000,4,55.45
40000,4,55.53
40000,4,55.43
40000,4,55.50
40000,4,55.38
40000,4,55.45
40000,4,55.52
40000,4,55.43
40000,4,55.50
40000,4,55.57
40000,4,55.45
40000,4,55.52
40000,4,55.59
40000,4,55.41
40000,4,55.48
40000,4,55.56
40000,4,55.42
40000,4,55.50
40000,4,55.56
40000,4,55.64
40000,4,55.50
40000,4,55.57
40000,4,55.65
40000,4,55.55
40000,4,55.62
40000,4,55.55
40000,4,55.62
40000,4,55.54
40000,4,55.61
40000,4,55.68
40000,4,55.59
40000,4,55.66
40000,4,55.55
40000,4,55.62
40000,4,55.68
40000,4,55.62
40000,4,55.69
40000,4,55.62
40000,4,55.69
40000,4,55.63
40000,4,55.70
40000,4,55.62
40000,4,55.69
40000,4,55.62
40000,4,55.69
40000,4,55.76
40000,4,55.68
40000,4,55.75
40000,4,55.69
40000,4,55.76
40000,4,55.69
40000,4,55.76
40000,4,55.69
40000,4,55.76
40000,4,55.71
40000,4,55.78
40000,4,55.72
40000,4,55.79
40000,4,55.73
40000,4,55.80
40000,4,55.75
40000,4,55.82
40000,4,55.77
40000,4,55.84
40000,4,55.78
40000,4,55.85
40000,4,55.80
40000,4,55.87
40000,4,55.82
40000,4,55.77
40000,4,55.83
40000,4,55.78
40000,4,55.85
40000,4,55.79
40000,4,55.86
40000,4,55.80
40000,4,55.87
40000,4,55.82
40000,4,55.88
40000,4,55.83
40000,4,55.90
40000,4,55.83
40000,4,55.90
40000,4,55.84
40000,4,55.91
40000,4,55.85
40000,4,55.92
40000,4,55.87
40000,4,55.93
40000,4,55.84
40000,4,55.90
40000,4,55.97
40000,4,55.92
40000,4,55.98
40000,4,55.90
40000,4,55.96
40000,4,55.91
40000,4,55.98
40000,4,55.92
40000,4,55.99
40000,4,55.93
40000,4,55.99
40000,4,55.94
40000,4,56.01
40000,4,55.95
40000,4,56.02
40000,4,55.97
40000,4,56.03
40000,4,55.97
40000,4,56.03
40000,4,55.97
40000,4,56.03
40000,4,55.99
40000,4,56.05
40000,4,55.97
40000,4,56.04
40000,4,55.97
40000,4,56.03
40000,4,56.09
40000,4,56.03
40000,4,56.10
40000,4,56.04
40000,4,56.11
40000,4,56.06
40000,4,56.12
40000,4,56.08
40000,4,56.02
40000,4,56.08
40000,4,56.04
40000,4,56.10
40000,4,56.05
40000,4,56.11
40000,4,56.06
40000,4,56.12
40000,4,56.08
40000,4,56.14
40000,4,56.09
40000,4,56.15
40000,4,56.10
40000,4,56.17
40000,4,56.11
40000,4,56.17
40000,4,56.12
40000,4,56.18
40000,4,56.13
40000,4,56.20
40000,4,56.14
40000,4,56.20
40000,4,56.15
40000,4,56.21
40000,4,56.16
40000,4,56.22
40000,4,56.17
40000,4,56.23
40000,4,56.15
40000,4,56.21
40000,4,56.16
40000,4,56.22
40000,4,56.17
40000,4,56.23
40000,4,56.19
40000,4,56.25
40000,4,56.21
40000,4,56.27
40000,4,56.21
40000,4,56.27
40000,4,56.23
40000,4,56.29
40000,4,56.24
40000,4,56.30
40000,4,56.25
40000,4,56.20
40000,4,56.26
40000,4,56.22
40000,4,56.28
40000,4,56.23
40000,4,56.29
40000,4,56.24
40000,4,56.30
40000,4,56.25
40000,4,56.31
40000,4,56.26
40000,4,56.32
40000,4,56.28
40000,4,56.34
40000,4,56.29
40000,4,56.35
40000,4,56.31
40000,4,56.37
40000,4,56.32
40000,4,56.37
40000,4,56.33
40000,4,56.29
40000,4,56.35
40000,4,56.31
40000,4,56.36
40000,4,56.32
40000,4,56.38
40000,4,56.33
40000,4,56.39
40000,4,56.34
40000,4,56.40
40000,4,56.34
40000,4,56.40
40000,4,56.36
40000,4,56.42
40000,4,56.38
40000,4,56.43
40000,4,56.38
40000,4,56.44
40000,4,56.39
40000,4,56.44
40000,4,56.40
40000,4,56.46
40000,4,56.41
40000,4,56.35
40000,4,56.41
40000,4,56.47
40000,4,56.42
40000,4,56.48
40000,4,56.42
40000,4,56.48
40000,4,56.42
40000,4,56.47
40000,4,56.42
40000,4,56.48
40000,4,56.44
40000,4,56.49
40000,4,56.45
40000,4,56.51
40000,4,56.47
40000,4,56.42
40000,4,56.48
40000,4,56.44
40000,4,56.49
40000,4,56.45
40000,4,56.51
40000,4,56.46
40000,4,56.51
40000,4,56.48
40000,4,56.53
40000,4,56.48
40000,4,56.54
40000,4,56.49
40000,4,56.54
40000,4,56.50
40000,4,56.56
40000,4,56.52
40000,4,56.57
40000,4,56.53
40000,4,56.48
40000,4,56.54
40000,4,56.27
50625,4,40.56
50625,4,40.65
50625,4,40.75
50625,4,40.85
50625,4,40.79
50625,4,40.89
50625,4,40.82
50625,4,40.92
50625,4,40.84
50625,4,40.94
50625,4,41.03
50625,4,40.98
50625,4,41.07
50625,4,41.01
50625,4,41.10
50625,4,41.20
50625,4,41.15
50625,4,41.24
50625,4,41.19
50625,4,41.28
50625,4,41.38
50625,4,41.31
50625,4,41.41
50625,4,41.35
50625,4,41.45
50625,4,41.39
50625,4,41.49
50625,4,41.58
50625,4,41.52
50625,4,41.61
50625,4,41.56
50625,4,41.65
50625,4,41.59
50625,4,41.69
50625,4,41.78
50625,4,41.73
50625,4,41.82
50625,4,41.77
50625,4,41.86
50625,4,41.78
50625,4,41.87
50625,4,41.96
50625,4,41.90
50625,4,41.99
50625,4,41.94
50625,4,42.02
50625,4,42.12
50625,4,42.06
50625,4,42.15
50625,4,42.09
50625,4,42.18
50625,4,42.12
50625,4,42.21
50625,4,42.30
50625,4,42.25
50625,4,42.33
50625,4,42.28
50625,4,42.37
50625,4,42.31
50625,4,42.40
50625,4,42.49
50625,4,42.43
50625,4,42.52
50625,4,42.47
50625,4,42.56
50625,4,42.47
50625,4,42.56
50625,4,42.64
50625,4,42.56
50625,4,42.65
50625,4,42.74
50625,4,42.67
50625,4,42.76
50625,4,42.85
50625,4,42.79
50625,4,42.88
50625,4,42.82
50625,4,42.91
50625,4,42.86
50625,4,42.94
50625,4,42.88
50625,4,42.97
50625,4,43.05
50625,4,43.00
50625,4,43.08
50625,4,43.02
50625,4,43.11
50625,4,43.19
50625,4,43.14
50625,4,43.23
50625,4,43.17
50625,4,43.26
50625,4,43.18
50625,4,43.27
50625,4,43.36
50625,4,43.30
50625,4,43.39
50625,4,43.33
50625,4,43.42
50625,4,43.36
50625,4,43.45
50625,4,43.53
50625,4,43.46
50625,4,43.54
50625,4,43.49
50625,4,43.57
50625,4,43.51
50625,4,43.59
50625,4,43.67
50625,4,43.61
50625,4,43.70
50625,4,43.61
50625,4,43.69
50625,4,43.77
50625,4,43.71
50625,4,43.79
50625,4,43.87
50625,4,43.82
50625,4,43.90
50625,4,43.84
50625,4,43.92
50625,4,43.86
50625,4,43.94
50625,4,44.02
50625,4,43.88
50625,4,43.96
50625,4,44.04
50625,4,43.90
50625,4,43.98
50625,4,44.06
50625,4,44.14
50625,4,44.02
50625,4,44.10
50625,4,44.18
50625,4,44.26
50625,4,44.14
50625,4,44.22
50625,4,44.30
50625,4,44.21
50625,4,44.29
50625,4,44.37
50625,4,44.27
50625,4,44.34
50625,4,44.42
50625,4,44.32
50625,4,44.40
50625,4,44.48
50625,4,44.38
50625,4,44.46
50625,4,44.53
50625,4,44.43
50625,4,44.51
50625,4,44.59
50625,4,44.67
50625,4,44.58
50625,4,44.65
50625,4,44.73
50625,4,44.66
50625,4,44.74
50625,4,44.46
62500,4,27.49
62500,4,27.59
62500,4,27.69
62500,4,27.65
62500,4,27.75
62500,4,27.85
62500,4,27.81
62500,4,27.90
62500,4,28.00
62500,4,27.97
62500,4,28.07
62500,4,28.16
62500,4,28.13
62500,4,28.22
62500,4,28.32
62500,4,28.28
62500,4,28.37
62500,4,28.47
62500,4,28.44
62500,4,28.53
62500,4,28.63
62500,4,28.60
62500,4,28.69
62500,4,28.65
62500,4,28.75
62500,4,28.84
62500,4,28.80
62500,4,28.90
62500,4,28.99
62500,4,28.96
62500,4,29.05
62500,4,29.15
62500,4,29.10
62500,4,29.19
62500,4,29.29
62500,4,29.25
62500,4,29.34
62500,4,29.44
62500,4,29.40
62500,4,29.49
62500,4,29.58
62500,4,29.54
62500,4,29.63
62500,4,29.72
62500,4,29.68
62500,4,29.77
62500,4,29.87
62500,4,29.81
62500,4,29.90
62500,4,30.00
62500,4,29.96
62500,4,30.05
62500,4,30.14
62500,4,30.08
62500,4,30.17
62500,4,30.26
62500,4,30.35
62500,4,30.31
62500,4,30.39
62500,4,30.49
62500,4,30.45
62500,4,30.53
62500,4,30.48
62500,4,30.57
62500,4,30.66
62500,4,30.75
62500,4,30.71
62500,4,30.80
62500,4,30.73
62500,4,30.82
62500,4,30.91
62500,4,30.99
62500,4,30.95
62500,4,31.04
62500,4,31.13
62500,4,31.09
62500,4,31.18
62500,4,31.26
62500,4,31.17
62500,4,31.26
62500,4,31.34
62500,4,31.43
62500,4,31.19
62500,4,31.13
62500,4,31.21
62500,4,31.30
62500,4,31.21
62500,4,31.29
62500,4,31.38
62500,4,31.46
62500,4,31.39
62500,4,31.48
62500,4,31.56
62500,4,31.48
62500,4,31.56
62500,4,31.64
62500,4,31.73
62500,4,31.67
62500,4,31.76
62500,4,31.84
62500,4,31.92
62500,4,31.66
75625,4,17.29
75625,4,17.29
75625,4,17.29
75625,4,17.39
75625,4,17.48
75625,4,17.48
75625,4,17.58
75625,4,17.67
75625,4,17.77
75625,4,17.76
75625,4,17.86
75625,4,17.96
75625,4,17.95
75625,4,18.05
75625,4,18.15
75625,4,18.24
75625,4,18.23
75625,4,18.32
75625,4,18.42
75625,4,18.52
75625,4,18.51
75625,4,18.60
75625,4,18.70
75625,4,18.68
75625,4,18.77
75625,4,18.87
75625,4,18.96
75625,4,18.95
75625,4,19.05
75625,4,19.14
75625,4,19.23
75625,4,19.21
75625,4,19.30
75625,4,19.40
75625,4,19.49
75625,4,19.48
75625,4,19.57
75625,4,19.67
75625,4,19.65
75625,4,19.74
75625,4,19.84
75625,4,19.93
75625,4,19.91
75625,4,20.00
75625,4,20.09
75625,4,20.18
75625,4,20.16
75625,4,20.25
75625,4,20.34
75625,4,20.43
75625,4,20.39
75625,4,20.48
75625,4,20.57
75625,4,20.66
75625,4,20.64
75625,4,20.73
75625,4,20.82
75625,4,20.91
75625,4,20.88
75625,4,20.97
75625,4,21.06
75625,4,21.15
75625,4,21.13
75625,4,21.22
75625,4,21.30
75625,4,21.28
75625,4,21.37
75625,4,21.46
75625,4,21.55
75625,4,21.51
75625,4,21.60
75625,4,21.69
75625,4,21.78
75625,4,21.75
75625,4,21.84
75625,4,21.93
75625,4,21.90
75625,4,21.99
75625,4,22.07
75625,4,22.16
75625,4,22.13
75625,4,22.22
75625,4,22.30
75625,4,22.39
75625,4,22.35
75625,4,22.43
75625,4,22.52
75625,4,22.60
75625,4,22.53
75625,4,22.47
75625,4,22.55
75625,4,22.63
75625,4,22.72
75625,4,22.61
75625,4,22.50
75625,4,22.43
75625,4,22.52
75625,4,22.60
75625,4,22.68
75625,4,22.64
75625,4,22.72
75625,4,22.81
75625,4,22.89
75625,4,22.85
75625,4,22.93
75625,4,23.01
75625,4,23.09
75625,4,22.94
90000,4,11.93
90000,4,11.94
90000,4,12.04
90000,4,12.14
90000,4,12.24
90000,4,12.24
90000,4,12.34
90000,4,12.44
90000,4,12.54
90000,4,12.55
90000,4,12.56
90000,4,12.66
90000,4,12.75
